action,month,day,hour,count,sum,avg,std,step
TRANSFER,1,38,15,1146,45790405,39956.72338568935,96708.97616685496,903
CASH_IN,1,38,16,6,52700,8783.333333333334,10701.666536884182,904
CASH_OUT,1,38,16,3,22300,7433.333333333333,4536.059229478086,904
PAYMENT,1,38,16,271,8987870,33165.571955719555,191279.74094374184,904
TRANSFER,1,38,16,486,12093225,24883.179012345678,106684.58804734545,904
CASH_IN,1,38,17,6,73550,12258.333333333334,6523.068040934931,905
CASH_OUT,1,38,17,13,142255,10942.692307692309,11217.582295847113,905
PAYMENT,1,38,17,258,6412810,24855.852713178294,98378.96952596064,905
TRANSFER,1,38,17,453,9545630,21072.030905077263,70529.47882920588,905
CASH_IN,1,38,18,7,102750,14678.57142857143,11868.054359738764,906
CASH_OUT,1,38,18,15,80325,5355.0,8334.418310321877,906
PAYMENT,1,38,18,241,4977875,20655.08298755187,73844.999287594,906
TRANSFER,1,38,18,454,7392550,16283.149779735682,41523.70830665314,906
CASH_IN,1,38,19,3,251050,83683.33333333333,71562.56586605412,907
CASH_OUT,1,38,19,9,152855,16983.88888888889,9345.177157823768,907
PAYMENT,1,38,19,226,2794380,12364.513274336283,33319.80334385479,907
TRANSFER,1,38,19,425,5883445,13843.4,40519.85371924785,907
CASH_IN,1,38,20,12,73100,6091.666666666667,7377.01693016078,908
CASH_OUT,1,38,20,7,126600,18085.714285714286,12230.450873595322,908
PAYMENT,1,38,20,217,2633940,12137.972350230415,17313.46374611738,908
TRANSFER,1,38,20,390,6641685,17029.96153846154,45277.517939730096,908
CASH_IN,1,38,21,2,2100,1050.0,0.0,909
CASH_OUT,1,38,21,7,81805,11686.42857142857,18400.83211757141,909
PAYMENT,1,38,21,162,2070740,12782.345679012345,24178.531312947704,909
TRANSFER,1,38,21,375,4856065,12949.506666666666,36318.98721848984,909
CASH_IN,1,38,22,4,4200,1050.0,0.0,910
CASH_OUT,1,38,22,3,54050,18016.666666666668,12731.882552605224,910
PAYMENT,1,38,22,182,2297890,12625.76923076923,19685.86907896029,910
TRANSFER,1,38,22,374,4600615,12301.109625668449,28527.01279054688,910
CASH_IN,1,38,23,12,19945,1662.0833333333333,1364.3287699173695,911
CASH_OUT,1,38,23,4,14645,3661.25,2420.9170955101567,911
PAYMENT,1,38,23,158,2968710,18789.303797468354,62799.515537474595,911
TRANSFER,1,38,23,304,3673295,12083.207236842105,19586.264327922454,911
CASH_IN,1,39,0,4,20750,5187.5,3908.8308141096786,912
CASH_OUT,1,39,0,5,8195,1639.0,903.9386041098145,912
PAYMENT,1,39,0,132,4378460,33170.15151515151,239260.18713460627,912
TRANSFER,1,39,0,269,3879725,14422.769516728624,33924.91709157975,912
CASH_IN,1,39,1,4,35750,8937.5,13730.281315399186,913
CASH_OUT,1,39,1,2,36150,18075.0,17571.603512485704,913
PAYMENT,1,39,1,101,1336640,13234.059405940594,21732.796744929903,913
TRANSFER,1,39,1,187,2075985,11101.524064171123,23480.675318025824,913
CASH_OUT,1,39,2,3,13600,4533.333333333333,5191.419202234908,914
PAYMENT,1,39,2,59,835135,14154.830508474577,40714.82674913596,914
TRANSFER,1,39,2,171,1904080,11134.970760233919,20302.21358184051,914
CASH_IN,1,39,3,2,22050,11025.0,13399.673503485075,915
CASH_OUT,1,39,3,3,22600,7533.333333333333,11229.462735738221,915
PAYMENT,1,39,3,44,660045,15001.022727272728,31344.37050415588,915
TRANSFER,1,39,3,103,924315,8973.932038834952,23949.316710651703,915
CASH_IN,1,39,4,3,36600,12200.0,12544.6203609356,916
CASH_OUT,1,39,4,2,32550,16275.0,20117.187924757276,916
PAYMENT,1,39,4,24,790715,32946.458333333336,48424.89827331388,916
TRANSFER,1,39,4,82,601605,7336.6463414634145,11185.080066019109,916
CASH_IN,1,39,5,2,4100,2050.0,1414.213562373095,917
CASH_OUT,1,39,5,1,30500,30500.0,0.0,917
PAYMENT,1,39,5,31,323740,10443.225806451614,16627.083656311424,917
TRANSFER,1,39,5,326,11085305,34004.003067484664,51085.55854494713,917
CASH_IN,1,39,6,1,505,505.0,0.0,918
CASH_OUT,1,39,6,1,2050,2050.0,0.0,918
PAYMENT,1,39,6,26,808220,31085.384615384617,98530.76838148657,918
TRANSFER,1,39,6,78,852420,10928.461538461539,24340.00131134269,918
CASH_IN,1,39,7,2,8100,4050.0,2828.42712474619,919
CASH_OUT,1,39,7,2,1320,660.0,219.20310216782974,919
PAYMENT,1,39,7,43,597835,13903.139534883721,20780.634672902503,919
TRANSFER,1,39,7,102,1452880,14243.921568627451,39660.18892988514,919
CASH_IN,1,39,8,1,4050,4050.0,0.0,920
CASH_OUT,1,39,8,1,2050,2050.0,0.0,920
PAYMENT,1,39,8,69,935035,13551.231884057972,19349.00651815376,920
TRANSFER,1,39,8,136,1624500,11944.85294117647,17172.321225580126,920
CASH_OUT,1,39,9,5,31150,6230.0,5341.886370936769,921
PAYMENT,1,39,9,92,1300585,14136.79347826087,23691.274586402244,921
TRANSFER,1,39,9,177,2850455,16104.265536723164,42319.67290514434,921
CASH_IN,1,39,10,6,38750,6458.333333333333,9405.339795385738,922
CASH_OUT,1,39,10,4,47100,11775.0,13444.980475999211,922
PAYMENT,1,39,10,105,3727905,35503.857142857145,201795.69591432496,922
TRANSFER,1,39,10,213,2463710,11566.713615023475,23268.20149270958,922
CASH_IN,1,39,11,1,1050,1050.0,0.0,923
CASH_OUT,1,39,11,4,38850,9712.5,11966.437439772959,923
PAYMENT,1,39,11,128,1620800,12662.5,18702.610948720834,923
TRANSFER,1,39,11,256,4609220,18004.765625,55546.89739260737,923
CASH_IN,1,39,12,6,80100,13350.0,11312.559392109286,924
CASH_OUT,1,39,12,8,258150,32268.75,45329.71224814912,924
PAYMENT,1,39,12,138,2124960,15398.260869565218,29706.743198790668,924
TRANSFER,1,39,12,283,5299840,18727.349823321554,39923.771285993746,924
CASH_IN,1,39,13,4,31150,7787.5,8401.525159160092,925
CASH_OUT,1,39,13,5,37750,7550.0,6119.946895194435,925
PAYMENT,1,39,13,169,12542435,74215.59171597633,541092.2484115041,925
TRANSFER,1,39,13,270,4374640,16202.37037037037,36365.43969757043,925
CASH_IN,1,39,14,7,65180,9311.42857142857,14491.313695419321,926
CASH_OUT,1,39,14,6,121035,20172.5,13622.732380106423,926
PAYMENT,1,39,14,160,2408325,15052.03125,29137.056741631528,926
TRANSFER,1,39,14,271,5696215,21019.243542435423,75444.00728403681,926
CASH_IN,1,39,15,5,44035,8807.0,12544.953965638933,927
CASH_OUT,1,39,15,7,63305,9043.57142857143,11733.674727852635,927
PAYMENT,1,39,15,170,2665135,15677.264705882353,24775.83073835607,927
TRANSFER,1,39,15,321,6171010,19224.330218068535,45462.023201067124,927
CASH_IN,1,39,16,2,3200,1600.0,777.8174593052023,928
CASH_OUT,1,39,16,6,41300,6883.333333333333,8018.333160119169,928
PAYMENT,1,39,16,200,2903570,14517.85,19533.8680856979,928
TRANSFER,1,39,16,269,3469760,12898.736059479554,40207.32711128416,928
CASH_IN,1,39,17,4,14155,3538.75,3546.2430237271296,929
CASH_OUT,1,39,17,7,97100,13871.42857142857,11681.497376294743,929
PAYMENT,1,39,17,184,3075065,16712.309782608696,40622.455050565375,929
TRANSFER,1,39,17,313,4324840,13817.380191693292,38301.53032198103,929
CASH_IN,1,39,18,7,22150,3164.285714285714,2680.44061765261,930
CASH_OUT,1,39,18,5,35900,7180.0,7987.771904605189,930
PAYMENT,1,39,18,177,2340025,13220.4802259887,19222.86479367805,930
TRANSFER,1,39,18,263,3435845,13064.049429657794,30373.94528450991,930
CASH_IN,1,39,19,5,8810,1762.0,1621.0590674000748,931
CASH_OUT,1,39,19,8,26800,3350.0,2380.276094429864,931
PAYMENT,1,39,19,160,3416380,21352.375,95221.95088904846,931
TRANSFER,1,39,19,307,2833000,9228.01302931596,20534.994015313954,931
CASH_IN,1,39,20,3,6380,2126.6666666666665,2535.548921502666,932
CASH_OUT,1,39,20,6,54650,9108.333333333334,6376.3168574551455,932
PAYMENT,1,39,20,155,1521025,9813.064516129032,14172.363624678006,932
TRANSFER,1,39,20,307,2957085,9632.198697068405,19711.382178540774,932
CASH_IN,1,39,21,7,17805,2543.5714285714284,1811.1568915238363,933
CASH_OUT,1,39,21,7,12920,1845.7142857142858,2017.6934615451141,933
PAYMENT,1,39,21,148,1662155,11230.777027027027,17555.14295356244,933
TRANSFER,1,39,21,329,4182335,12712.26443768997,34033.24261677364,933
CASH_IN,1,39,22,5,42700,8540.0,9827.283449661967,934
CASH_OUT,1,39,22,1,10500,10500.0,0.0,934
PAYMENT,1,39,22,161,1591375,9884.316770186335,16153.023019090873,934
TRANSFER,1,39,22,264,2242210,8493.219696969696,14384.892689658642,934
CASH_IN,1,39,23,6,25250,4208.333333333333,3597.279064329965,935
PAYMENT,1,39,23,150,4994230,33294.86666666667,248673.2462637761,935
TRANSFER,1,39,23,261,2762570,10584.55938697318,21791.78950221757,935
CASH_IN,1,40,0,2,13750,6875.0,5126.524163602469,936
CASH_OUT,1,40,0,3,52050,17350.0,14975.56342846572,936
PAYMENT,1,40,0,128,1942505,15175.8203125,25539.15718876291,936
TRANSFER,1,40,0,260,2259715,8691.211538461539,17096.71891497843,936
CASH_IN,1,40,1,5,41500,8300.0,12172.612702291977,937
CASH_OUT,1,40,1,2,10100,5050.0,2828.42712474619,937
PAYMENT,1,40,1,82,987665,12044.69512195122,17326.855954026425,937
TRANSFER,1,40,1,196,2487535,12691.505102040815,21625.20677606728,937
CASH_IN,1,40,2,2,1855,927.5,173.24116139070415,938
CASH_OUT,1,40,2,1,10500,10500.0,0.0,938
PAYMENT,1,40,2,68,1195255,17577.279411764706,58595.711978472005,938
TRANSFER,1,40,2,152,1515040,9967.368421052632,25416.74369874067,938
CASH_IN,1,40,3,3,16600,5533.333333333333,4743.504330485357,939
CASH_OUT,1,40,3,3,19600,6533.333333333333,3471.4310209671935,939
PAYMENT,1,40,3,41,805220,19639.51219512195,35268.74765293061,939
TRANSFER,1,40,3,100,1242315,12423.15,39105.715472984775,939
CASH_IN,1,40,4,2,10100,5050.0,0.0,940
CASH_OUT,1,40,4,2,1695,847.5,286.37824638055173,940
PAYMENT,1,40,4,24,334245,13926.875,26369.772047806193,940
TRANSFER,1,40,4,77,1173220,15236.623376623376,70343.0374432173,940
CASH_OUT,1,40,5,1,1050,1050.0,0.0,941
PAYMENT,1,40,5,26,254545,9790.192307692309,22959.08123077965,941
TRANSFER,1,40,5,152,3555930,23394.276315789473,36994.375576663675,941
CASH_OUT,1,40,6,3,9150,3050.0,1732.0508075688772,942
PAYMENT,1,40,6,37,480250,12979.72972972973,24282.023899319993,942
TRANSFER,1,40,6,66,1420145,21517.348484848484,89394.96239558165,942
CASH_IN,1,40,7,2,31000,15500.0,7071.067811865475,943
CASH_OUT,1,40,7,4,39300,9825.0,9292.335551410097,943
PAYMENT,1,40,7,38,980170,25793.947368421053,81722.4202436739,943
TRANSFER,1,40,7,85,840725,9890.882352941177,19997.002903061297,943
CASH_IN,1,40,8,2,6100,3050.0,1414.213562373095,944
CASH_OUT,1,40,8,1,6050,6050.0,0.0,944
PAYMENT,1,40,8,55,414160,7530.181818181818,11626.445746962858,944
TRANSFER,1,40,8,114,1696880,14884.912280701754,43244.96784364103,944
CASH_IN,1,40,9,3,8150,2716.6666666666665,1154.7005383792516,945
CASH_OUT,1,40,9,3,48050,16016.666666666666,13084.373631677341,945
PAYMENT,1,40,9,66,1784000,27030.303030303032,104321.2859940157,945
TRANSFER,1,40,9,104,1249810,12017.403846153846,21133.466316114685,945
CASH_IN,1,40,10,2,6100,3050.0,0.0,946
CASH_OUT,1,40,10,2,7100,3550.0,2121.3203435596424,946
PAYMENT,1,40,10,80,1144855,14310.6875,32892.11562199947,946
TRANSFER,1,40,10,159,2692370,16933.14465408805,73239.77895068201,946
CASH_IN,1,40,11,2,40050,20025.0,14813.88706585817,947
CASH_OUT,1,40,11,5,66080,13216.0,26460.22944911854,947
PAYMENT,1,40,11,128,1509380,11792.03125,16930.884715774846,947
TRANSFER,1,40,11,193,4054535,21007.95336787565,110092.05193047962,947
CASH_OUT,1,40,12,2,7100,3550.0,2121.3203435596424,948
PAYMENT,1,40,12,125,6522900,52183.2,446677.3257528231,948
TRANSFER,1,40,12,214,2399330,11211.822429906542,24353.131566303575,948
CASH_IN,1,40,13,2,13550,6775.0,5267.945519839779,949
CASH_OUT,1,40,13,8,181950,22743.75,29727.613876423286,949
PAYMENT,1,40,13,146,2456215,16823.390410958906,38906.13885137396,949
TRANSFER,1,40,13,213,3668130,17221.267605633802,88536.56757872108,949
CASH_IN,1,40,14,4,12035,3008.75,2667.421898263065,950
CASH_OUT,1,40,14,4,75100,18775.0,21964.384049334658,950
PAYMENT,1,40,14,126,1556505,12353.214285714286,20827.469596321924,950
TRANSFER,1,40,14,258,3994405,15482.18992248062,73741.94400471241,950
CASH_IN,1,40,15,1,1450,1450.0,0.0,951
CASH_OUT,1,40,15,4,53650,13412.5,18082.92818286537,951
PAYMENT,1,40,15,109,6529475,59903.44036697248,478891.5078811621,951
TRANSFER,1,40,15,224,2663825,11892.075892857143,20827.66358051027,951
CASH_IN,1,40,16,2,13600,6800.0,2474.8737341529163,952
CASH_OUT,1,40,16,3,23100,7700.0,7657.839120796414,952
PAYMENT,1,40,16,149,1782280,11961.610738255034,21274.68386931621,952
TRANSFER,1,40,16,236,4443315,18827.60593220339,104468.77484974038,952
CASH_IN,1,40,17,2,21550,10775.0,13753.226894078349,953
CASH_OUT,1,40,17,2,21550,10775.0,10924.79976933216,953
PAYMENT,1,40,17,113,1193035,10557.83185840708,22899.85738488914,953
TRANSFER,1,40,17,199,2386155,11990.72864321608,28172.310656457943,953
CASH_OUT,1,40,18,1,2050,2050.0,0.0,954
PAYMENT,1,40,18,107,876090,8187.757009345794,11857.679806489492,954
TRANSFER,1,40,18,171,1178615,6892.485380116959,10154.024446642834,954
CASH_IN,1,40,19,3,9455,3151.6666666666665,2848.86088346436,955
CASH_OUT,1,40,19,1,5050,5050.0,0.0,955
PAYMENT,1,40,19,133,1255245,9437.932330827067,18134.978800898076,955
TRANSFER,1,40,19,213,1768445,8302.558685446009,18164.716106475513,955
CASH_IN,1,40,20,3,22355,7451.666666666667,11300.852106515391,956
CASH_OUT,1,40,20,1,515,515.0,0.0,956
PAYMENT,1,40,20,128,1151660,8997.34375,17618.253474371537,956
TRANSFER,1,40,20,190,2004640,10550.736842105263,24976.454896354702,956
CASH_IN,1,40,21,5,12250,2450.0,2190.8902300206646,957
CASH_OUT,1,40,21,2,2900,1450.0,565.685424949238,957
PAYMENT,1,40,21,91,945530,10390.439560439561,15198.226973498362,957
TRANSFER,1,40,21,197,1760170,8934.873096446701,21291.35049083569,957
CASH_IN,1,40,22,1,10500,10500.0,0.0,958
CASH_OUT,1,40,22,1,1050,1050.0,0.0,958
PAYMENT,1,40,22,128,1185970,9265.390625,15615.320820732424,958
TRANSFER,1,40,22,213,1758910,8257.793427230046,18588.71818316087,958
CASH_IN,1,40,23,4,5155,1288.75,879.2077399568318,959
PAYMENT,1,40,23,104,1309555,12591.875,22412.931017384777,959
TRANSFER,1,40,23,215,2492980,11595.255813953489,45627.37536824797,959
CASH_IN,1,41,0,2,7100,3550.0,2121.3203435596424,960
CASH_OUT,1,41,0,4,11035,2758.75,1390.5536966738584,960
PAYMENT,1,41,0,112,4825855,43087.99107142857,298373.5975200452,960
TRANSFER,1,41,0,191,1701325,8907.460732984293,19853.3490537432,960
CASH_IN,1,41,1,3,34600,11533.333333333334,10375.491956207828,961
CASH_OUT,1,41,1,2,59000,29500.0,1414.213562373095,961
PAYMENT,1,41,1,67,882410,13170.298507462687,26581.128557006163,961
TRANSFER,1,41,1,155,1038610,6700.709677419355,14194.47216621679,961
CASH_IN,1,41,2,3,3150,1050.0,0.0,962
CASH_OUT,1,41,2,1,3050,3050.0,0.0,962
PAYMENT,1,41,2,51,498620,9776.862745098038,16582.786767029967,962
TRANSFER,1,41,2,116,899075,7750.646551724138,18110.789116005493,962
CASH_IN,1,41,3,3,12050,4016.6666666666665,5138.417395787669,963
CASH_OUT,1,41,3,2,3035,1517.5,1460.1755031502207,963
PAYMENT,1,41,3,49,558250,11392.857142857143,19579.175507198117,963
TRANSFER,1,41,3,106,816105,7699.103773584906,19973.84633771027,963
CASH_IN,1,41,4,2,3300,1650.0,848.5281374238571,964
CASH_OUT,1,41,4,1,4050,4050.0,0.0,964
PAYMENT,1,41,4,32,454630,14207.1875,20793.996262006855,964
TRANSFER,1,41,4,68,417750,6143.382352941177,9968.503549470368,964
CASH_OUT,1,41,5,2,3665,1832.5,1721.8050121892431,965
PAYMENT,1,41,5,28,225580,8056.428571428572,11705.437471624731,965
TRANSFER,1,41,5,451,9984630,22138.869179600886,21457.4266927318,965
CASH_IN,1,41,6,1,2050,2050.0,0.0,966
CASH_OUT,1,41,6,2,14350,7175.0,7530.687219636731,966
PAYMENT,1,41,6,38,796900,20971.052631578947,77141.68714877396,966
TRANSFER,1,41,6,43,2342600,54479.06976744186,311757.2015650729,966
CASH_IN,1,41,7,4,41950,10487.5,13516.98776848353,967
CASH_OUT,1,41,7,1,10500,10500.0,0.0,967
PAYMENT,1,41,7,31,405020,13065.161290322581,45191.637196201664,967
TRANSFER,1,41,7,81,1080690,13341.851851851852,44820.07707521014,967
CASH_IN,1,41,8,2,9100,4550.0,707.1067811865476,968
CASH_OUT,1,41,8,1,2050,2050.0,0.0,968
PAYMENT,1,41,8,52,690670,13282.115384615385,18435.960819001502,968
TRANSFER,1,41,8,50,529355,10587.1,19722.11917583185,968
CASH_IN,1,41,9,2,5100,2550.0,707.1067811865476,969
CASH_OUT,1,41,9,2,31550,15775.0,20824.294705943823,969
PAYMENT,1,41,9,50,576650,11533.0,15920.952341784954,969
TRANSFER,1,41,9,85,784500,9229.411764705883,11716.881426563372,969
CASH_IN,1,41,10,2,6300,3150.0,1272.7922061357856,970
CASH_OUT,1,41,10,1,3050,3050.0,0.0,970
PAYMENT,1,41,10,56,488025,8714.732142857143,15775.302256710786,970
TRANSFER,1,41,10,149,2488720,16702.81879194631,32641.585963774116,970
CASH_IN,1,41,11,4,34150,8537.5,13980.961757571138,971
CASH_OUT,1,41,11,2,15550,7775.0,3853.731957466684,971
PAYMENT,1,41,11,87,558190,6415.977011494253,10048.561445089765,971
TRANSFER,1,41,11,132,1107290,8388.560606060606,16574.311236081492,971
CASH_IN,1,41,12,3,10150,3383.3333333333335,3617.0890690351175,972
CASH_OUT,1,41,12,5,12265,2453.0,1510.6439024469003,972
PAYMENT,1,41,12,71,610365,8596.69014084507,14630.421020786547,972
TRANSFER,1,41,12,153,1194170,7805.032679738562,13526.255687608329,972
CASH_IN,1,41,13,2,2475,1237.5,1007.6271631908302,973
CASH_OUT,1,41,13,3,24100,8033.333333333333,10822.46891117426,973
PAYMENT,1,41,13,69,602440,8731.014492753624,12079.935344456835,973
TRANSFER,1,41,13,136,1114180,8192.5,13025.829439716792,973
CASH_IN,1,41,14,7,20970,2995.714285714286,3866.4620224991954,974
CASH_OUT,1,41,14,2,33050,16525.0,19763.634534164004,974
PAYMENT,1,41,14,92,918400,9982.608695652174,16169.136426855124,974
TRANSFER,1,41,14,134,977720,7296.417910447762,12767.034391249439,974
CASH_IN,1,41,15,1,20500,20500.0,0.0,975
CASH_OUT,1,41,15,2,17550,8775.0,10924.79976933216,975
PAYMENT,1,41,15,75,616935,8225.8,13002.10209200077,975
TRANSFER,1,41,15,143,1618545,11318.496503496504,30312.68420902334,975
CASH_IN,1,41,16,3,35600,11866.666666666666,16206.505895267286,976
CASH_OUT,1,41,16,4,80600,20150.0,23352.48023943781,976
PAYMENT,1,41,16,75,940050,12534.0,16878.742407841597,976
TRANSFER,1,41,16,143,1454805,10173.461538461539,24320.061505484573,976
CASH_IN,1,41,17,5,27910,5582.0,6071.767246856552,977
CASH_OUT,1,41,17,3,11450,3816.6666666666665,2259.0558499809904,977
PAYMENT,1,41,17,99,1083530,10944.747474747475,22227.986638168575,977
TRANSFER,1,41,17,168,2030310,12085.17857142857,30290.61260430317,977
CASH_IN,1,41,18,1,1650,1650.0,0.0,978
CASH_OUT,1,41,18,2,4400,2200.0,1626.3455967290593,978
PAYMENT,1,41,18,87,831010,9551.83908045977,26254.88662284518,978
TRANSFER,1,41,18,171,1351990,7906.374269005848,16302.283014431694,978
CASH_IN,1,41,19,2,16550,8275.0,10217.692988145613,979
CASH_OUT,1,41,19,4,26150,6537.5,3920.113731343348,979
PAYMENT,1,41,19,89,723180,8125.61797752809,12482.311480565406,979
TRANSFER,1,41,19,155,1316980,8496.645161290322,18257.86835459691,979
CASH_IN,1,41,20,3,37600,12533.333333333334,15631.725219352254,980
CASH_OUT,1,41,20,5,26700,5340.0,5869.02888048781,980
PAYMENT,1,41,20,105,1122485,10690.333333333334,18715.44439178646,980
TRANSFER,1,41,20,171,1894265,11077.573099415205,40502.14302375473,980
CASH_IN,1,41,21,3,14600,4866.666666666667,4980.043507172737,981
CASH_OUT,1,41,21,4,12700,3175.0,2015.5644370746375,981
PAYMENT,1,41,21,93,1194205,12840.913978494624,20787.248625192402,981
TRANSFER,1,41,21,197,1906375,9677.030456852792,23364.938027297994,981
CASH_IN,1,41,22,5,6995,1399.0,811.4832099310496,982
CASH_OUT,1,41,22,6,20500,3416.6666666666665,2099.2061991778382,982
PAYMENT,1,41,22,84,1285430,15302.738095238095,57670.601954218444,982
TRANSFER,1,41,22,195,1779355,9124.897435897436,17729.382558827638,982
CASH_IN,1,41,23,3,16600,5533.333333333333,4743.504330485357,983
CASH_OUT,1,41,23,1,30500,30500.0,0.0,983
PAYMENT,1,41,23,71,607775,8560.211267605633,15706.671999881808,983
TRANSFER,1,41,23,163,1058790,6495.644171779141,8754.399390444754,983
CASH_IN,1,42,0,5,83500,16700.0,11964.5831519531,984
CASH_OUT,1,42,0,5,39585,7917.0,7906.97129120879,984
PAYMENT,1,42,0,101,805370,7973.960396039604,11514.575140161092,984
TRANSFER,1,42,0,185,2338900,12642.702702702703,32440.903838217604,984
CASH_IN,1,42,1,4,33650,8412.5,14066.234689259714,985
CASH_OUT,1,42,1,2,11650,5825.0,6611.44840409422,985
PAYMENT,1,42,1,64,732395,11443.671875,19649.871889444406,985
TRANSFER,1,42,1,123,908755,7388.252032520325,15342.685152809923,985
CASH_IN,1,42,2,7,40500,5785.714285714285,8873.589760525063,986
CASH_OUT,1,42,2,2,5000,2500.0,636.3961030678928,986
PAYMENT,1,42,2,53,952750,17976.415094339623,53476.04382209707,986
TRANSFER,1,42,2,133,1153310,8671.503759398496,16799.818902173283,986
CASH_IN,1,42,3,4,5255,1313.75,577.5721455656716,987
PAYMENT,1,42,3,54,844875,15645.833333333334,25912.05363048357,987
TRANSFER,1,42,3,93,1344965,14461.989247311827,31254.557634080462,987
CASH_IN,1,42,4,4,9200,2300.0,500.0,988
CASH_OUT,1,42,4,4,12100,3025.0,1438.4598244882152,988
PAYMENT,1,42,4,37,259990,7026.756756756757,11839.236509743087,988
TRANSFER,1,42,4,61,382675,6273.360655737705,10704.189628416196,988
CASH_OUT,1,42,5,1,5050,5050.0,0.0,989
PAYMENT,1,42,5,24,2239825,93326.04166666667,416971.78480287344,989
TRANSFER,1,42,5,66,525310,7959.242424242424,14815.16087408239,989
CASH_OUT,1,42,6,2,14665,7332.5,10136.375708309159,990
PAYMENT,1,42,6,24,226165,9423.541666666666,14126.202486650138,990
TRANSFER,1,42,6,42,222490,5297.380952380952,6658.594321562212,990
CASH_IN,1,42,7,1,505,505.0,0.0,991
CASH_OUT,1,42,7,2,32150,16075.0,20400.030637231896,991
